The message ID:                                            :   Delay
message ID:/promote/item-00435-10000                       :56.5018891178
message ID:/promote/item-00283-10000                       :170.703120501
message ID:/promote/item-00284-10000                       :103.058023729
message ID:/promote/item-00307-10000                       :283.937802474
message ID:/promote/item-00123-10000                       :174.792403733
message ID:/promote/item-00209-10000                       :99.4021328345
message ID:/promote/item-00396-10000                       :178.801289912
message ID:/promote/item-00300-10000                       :204.633241742
message ID:/promote/item-00444-10000                       :177.29848507
message ID:/promote/item-00056-10000                       :153.404115429
message ID:/promote/item-00194-10000                       :128.497853464
message ID:/promote/item-00343-10000                       :293.662025796
message ID:/promote/item-00012-10000                       :143.555209373
message ID:/promote/item-00000-10000                       :129.173788961
message ID:/promote/item-00187-10000                       :247.256200629
message ID:/promote/item-00278-10000                       :294.373884742
message ID:/promote/item-00393-10000                       :114.788448794
message ID:/promote/item-00347-10000                       :178.222225557
message ID:/promote/item-00483-10000                       :194.284237165
message ID:/promote/item-00115-10000                       :166.524979625
message ID:/promote/item-00267-10000                       :171.910309577
message ID:/promote/item-00036-10000                       :287.983656554
message ID:/promote/item-00461-10000                       :266.697501643
message ID:/promote/item-00133-10000                       :173.963996953
message ID:/promote/item-00386-10000                       :168.302406346
message ID:/promote/item-00428-10000                       :133.569059583
message ID:/promote/item-00092-10000                       :266.196622726
message ID:/promote/item-00230-10000                       :236.919954547
message ID:/promote/item-00180-10000                       :114.05531868
message ID:/promote/item-00200-10000                       :255.391333425
message ID:/promote/item-00255-10000                       :218.920374232
message ID:/promote/item-00484-10000                       :168.238663449
message ID:/promote/item-00451-10000                       :168.23927998
message ID:/promote/item-00309-10000                       :158.794259722
message ID:/promote/item-00246-10000                       :203.572139909
message ID:/promote/item-00050-10000                       :290.848003463
message ID:/promote/item-00472-10000                       :297.599981668
message ID:/promote/item-00294-10000                       :202.783748196
message ID:/promote/item-00282-10000                       :243.349307521
message ID:/promote/item-00228-10000                       :191.405587619
message ID:/promote/item-00290-10000                       :182.172092515
message ID:/promote/item-00439-10000                       :293.996212523
message ID:/promote/item-00236-10000                       :197.556051928
message ID:/promote/item-00334-10000                       :156.20198403
message ID:/promote/item-00219-10000                       :243.104575005
message ID:/promote/item-00141-10000                       :285.634567607
message ID:/promote/item-00016-10000                       :254.38098501
message ID:/promote/item-00072-10000                       :241.410948573
message ID:/promote/item-00080-10000                       :184.993127221
message ID:/promote/item-00112-10000                       :219.849299272
message ID:/promote/item-00122-10000                       :283.419414467
message ID:/promote/item-00231-10000                       :141.932538156
message ID:/promote/item-00272-10000                       :159.957701857
message ID:/promote/item-00495-10000                       :157.235867249
message ID:/promote/item-00374-10000                       :156.459164893
message ID:/promote/item-00415-10000                       :161.774175092
message ID:/promote/item-00086-10000                       :161.857038578
message ID:/promote/item-00440-10000                       :249.93585236
message ID:/promote/item-00212-10000                       :256.863643515
message ID:/promote/item-00464-10000                       :176.281474242
message ID:/promote/item-00002-10000                       :279.324095956
message ID:/promote/item-00317-10000                       :263.492307662
message ID:/promote/item-00467-10000                       :296.104271551
message ID:/promote/item-00021-10000                       :143.471320733
message ID:/promote/item-00373-10000                       :306.15655066
message ID:/promote/item-00280-10000                       :309.205669113
message ID:/promote/item-00247-10000                       :209.856125282
message ID:/promote/item-00177-10000                       :148.439832876
message ID:/promote/item-00156-10000                       :234.694645256
message ID:/promote/item-00349-10000                       :250.585856209
message ID:/promote/item-00119-10000                       :247.436597243
message ID:/promote/item-00124-10000                       :302.52734316
message ID:/promote/item-00185-10000                       :259.797064845
message ID:/promote/item-00304-10000                       :214.725758711
message ID:/promote/item-00079-10000                       :151.336850544
message ID:/promote/item-00390-10000                       :284.877933509
message ID:/promote/item-00101-10000                       :153.887955362
message ID:/promote/item-00147-10000                       :243.009769593
message ID:/promote/item-00388-10000                       :303.411859349
message ID:/promote/item-00026-10000                       :292.838773524
message ID:/promote/item-00004-10000                       :316.704752342
message ID:/promote/item-00118-10000                       :157.117380153
message ID:/promote/item-00354-10000                       :246.501857832
message ID:/promote/item-00074-10000                       :293.907541093
message ID:/promote/item-00487-10000                       :296.071248592
message ID:/promote/item-00190-10000                       :176.774555861
message ID:/promote/item-00335-10000                       :316.902514665
message ID:/promote/item-00320-10000                       :264.6753007
message ID:/promote/item-00213-10000                       :155.230094056
message ID:/promote/item-00044-10000                       :233.066250425
message ID:/promote/item-00073-10000                       :319.468941429
message ID:/promote/item-00351-10000                       :252.512340965
message ID:/promote/item-00184-10000                       :317.890459178
message ID:/promote/item-00406-10000                       :346.871298994
message ID:/promote/item-00098-10000                       :186.701340592
message ID:/promote/item-00033-10000                       :183.241395714
message ID:/promote/item-00375-10000                       :329.54541824
message ID:/promote/item-00268-10000                       :331.26235478
message ID:/promote/item-00167-10000                       :262.987969497
message ID:/promote/item-00441-10000                       :229.409762908
message ID:/promote/item-00054-10000                       :248.820389815
message ID:/promote/item-00097-10000                       :205.261889954
message ID:/promote/item-00460-10000                       :168.460816397
message ID:/promote/item-00491-10000                       :258.063865563
message ID:/promote/item-00327-10000                       :332.750332758
message ID:/promote/item-00497-10000                       :174.438933087
message ID:/promote/item-00195-10000                       :229.717274068
message ID:/promote/item-00372-10000                       :190.343668242
message ID:/promote/item-00244-10000                       :287.224004907
message ID:/promote/item-00449-10000                       :346.992233524
message ID:/promote/item-00207-10000                       :210.602346105
message ID:/promote/item-00392-10000                       :197.544024628
message ID:/promote/item-00410-10000                       :214.580761176
message ID:/promote/item-00433-10000                       :206.404046751
message ID:/promote/item-00166-10000                       :280.378535354
message ID:/promote/item-00129-10000                       :217.416657174
message ID:/promote/item-00384-10000                       :370.890355171
message ID:/promote/item-00368-10000                       :210.622997352
message ID:/promote/item-00321-10000                       :290.983237485
message ID:/promote/item-00071-10000                       :355.14098125
message ID:/promote/item-00040-10000                       :187.669209582
message ID:/promote/item-00356-10000                       :197.229065428
message ID:/promote/item-00030-10000                       :280.94959666
message ID:/promote/item-00160-10000                       :262.300176918
message ID:/promote/item-00188-10000                       :286.635398128
message ID:/promote/item-00168-10000                       :255.543629588
message ID:/promote/item-00205-10000                       :269.421719457
message ID:/promote/item-00126-10000                       :202.639774503
message ID:/promote/item-00328-10000                       :269.952661018
message ID:/promote/item-00470-10000                       :257.223485955
message ID:/promote/item-00319-10000                       :257.278859102
message ID:/promote/item-00043-10000                       :313.628294565
message ID:/promote/item-00206-10000                       :344.639495923
message ID:/promote/item-00308-10000                       :316.619043817
message ID:/promote/item-00485-10000                       :260.381380688
message ID:/promote/item-00475-10000                       :257.550619224
message ID:/promote/item-00411-10000                       :239.2188566
message ID:/promote/item-00271-10000                       :218.646653868
message ID:/promote/item-00042-10000                       :287.613985558
message ID:/promote/item-00394-10000                       :256.359821083
message ID:/promote/item-00151-10000                       :236.52491504
message ID:/promote/item-00046-10000                       :255.212436278
message ID:/promote/item-00161-10000                       :321.79215688
message ID:/promote/item-00366-10000                       :274.041000395
message ID:/promote/item-00242-10000                       :277.025795315
message ID:/promote/item-00346-10000                       :236.054338948
message ID:/promote/item-00106-10000                       :319.029127444
message ID:/promote/item-00019-10000                       :253.042772616
message ID:/promote/item-00010-10000                       :280.047514526
message ID:/promote/item-00096-10000                       :234.207552197
message ID:/promote/item-00336-10000                       :272.31072201
message ID:/promote/item-00250-10000                       :277.576577709
message ID:/promote/item-00199-10000                       :318.623735006
message ID:/promote/item-00063-10000                       :399.689419934
message ID:/promote/item-00006-10000                       :408.572825372
message ID:/promote/item-00088-10000                       :274.482294587
message ID:/promote/item-00105-10000                       :284.337235342
message ID:/promote/item-00360-10000                       :303.361327226
message ID:/promote/item-00117-10000                       :302.025813868
message ID:/promote/item-00486-10000                       :329.644189539
message ID:/promote/item-00237-10000                       :327.160410487
message ID:/promote/item-00438-10000                       :384.863633723
message ID:/promote/item-00312-10000                       :255.090479486
message ID:/promote/item-00403-10000                       :294.190298682
message ID:/promote/item-00087-10000                       :447.511905906
message ID:/promote/item-00453-10000                       :345.557877332
message ID:/promote/item-00482-10000                       :382.531384013
message ID:/promote/item-00064-10000                       :429.267808554
message ID:/promote/item-00009-10000                       :386.016542252
message ID:/promote/item-00216-10000                       :280.613448638
message ID:/promote/item-00113-10000                       :418.475548472
message ID:/promote/item-00254-10000                       :298.123361835
message ID:/promote/item-00052-10000                       :288.253780447
message ID:/promote/item-00203-10000                       :291.889375373
message ID:/promote/item-00173-10000                       :378.43422678
message ID:/promote/item-00408-10000                       :320.925570638
message ID:/promote/item-00049-10000                       :403.535323062
message ID:/promote/item-00399-10000                       :366.980503258
message ID:/promote/item-00456-10000                       :350.695571928
message ID:/promote/item-00003-10000                       :314.142383837
message ID:/promote/item-00447-10000                       :365.348761262
message ID:/promote/item-00400-10000                       :442.340361559
message ID:/promote/item-00154-10000                       :335.605627069
message ID:/promote/item-00436-10000                       :355.864588115
message ID:/promote/item-00215-10000                       :450.142052446
message ID:/promote/item-00111-10000                       :470.702273119
message ID:/promote/item-00082-10001                       :35.8918120801
message ID:/promote/item-00127-10001                       :58.5238298788
message ID:/promote/item-00211-10001                       :64.6343915673
message ID:/promote/item-00463-10001                       :70.3873227198
message ID:/promote/item-00062-10001                       :110.419693532
message ID:/promote/item-00404-10001                       :146.519320273
message ID:/promote/item-00188-10001                       :86.6510781279
message ID:/promote/item-00419-10001                       :157.772382734
message ID:/promote/item-00121-10001                       :172.16404505
message ID:/promote/item-00410-10001                       :43.4287611764
message ID:/promote/item-00123-10001                       :88.156883733
message ID:/promote/item-00112-10001                       :108.631379272
message ID:/promote/item-00320-10001                       :135.7265007
message ID:/promote/item-00136-10001                       :188.86420289
message ID:/promote/item-00047-10001                       :135.026606715
message ID:/promote/item-00044-10001                       :134.662730425
message ID:/promote/item-00239-10001                       :167.210261507
message ID:/promote/item-00184-10001                       :235.277979178
message ID:/promote/item-00055-10001                       :264.060257346
message ID:/promote/item-00499-10001                       :172.106069996
message ID:/promote/item-00374-10001                       :108.926684893
message ID:/promote/item-00481-10001                       :237.43876536
message ID:/promote/item-00085-10001                       :200.893787862
message ID:/promote/item-00020-10001                       :236.312602997
message ID:/promote/item-00444-10001                       :193.43960507
message ID:/promote/item-00159-10001                       :178.088211637
message ID:/promote/item-00183-10001                       :154.702008125
message ID:/promote/item-00352-10001                       :269.670293841
message ID:/promote/item-00422-10001                       :332.989406402
message ID:/promote/item-00097-10001                       :192.896769954
message ID:/promote/item-00491-10001                       :242.476345563
message ID:/promote/item-00322-10001                       :205.90578839
message ID:/promote/item-00071-10001                       :340.96434125
message ID:/promote/item-00034-10001                       :186.315489024
message ID:/promote/item-00007-10001                       :275.703508822
message ID:/promote/item-00223-10001                       :371.45768405
message ID:/promote/item-00029-10001                       :293.700764814
message ID:/promote/item-00016-10001                       :338.36562501
message ID:/promote/item-00249-10001                       :213.786464351
message ID:/promote/item-00169-10001                       :220.689534088
message ID:/promote/item-00064-10001                       :416.225248554
message ID:/promote/item-00347-10001                       :321.298705557
message ID:/promote/item-00495-10001                       :287.232667249
message ID:/promote/item-00331-10001                       :369.13948524
message ID:/promote/item-00460-10001                       :279.756176397
message ID:/promote/item-00457-10001                       :413.919471859
message ID:/promote/item-00120-10001                       :384.028885082
message ID:/promote/item-00151-10001                       :397.36427504
message ID:/promote/item-00143-10001                       :415.785840536
message ID:/promote/item-00411-10001                       :430.0143766
message ID:/promote/item-00497-10001                       :441.437653087
message ID:/promote/item-00365-10001                       :486.371708717
message ID:/promote/item-00466-10001                       :503.823448016
message ID:/promote/item-00066-10001                       :541.363504247
message ID:/promote/item-00427-10001                       :537.707189813
message ID:/promote/item-00046-10001                       :538.227156278
message ID:/promote/item-00393-10001                       :519.496608794
message ID:/promote/item-00350-10001                       :631.889599818
message ID:/promote/item-00168-10001                       :592.553869588
message ID:/promote/item-00346-10001                       :576.427778948
message ID:/promote/item-00129-10001                       :597.589457174
message ID:/promote/item-00075-10001                       :690.805450447
message ID:/promote/item-00336-10001                       :756.33568201
message ID:/promote/item-00368-10001                       :730.651157352
message ID:/promote/item-00250-10001                       :887.609857709
message ID:/promote/item-00275-10002                       :27.5259528456
message ID:/promote/item-00383-10002                       :51.4384878417
message ID:/promote/item-00037-10002                       :112.752719154
message ID:/promote/item-00022-10002                       :114.460006422
message ID:/promote/item-00458-10002                       :133.37717472
message ID:/promote/item-00172-10002                       :119.60258349
message ID:/promote/item-00043-10002                       :114.804294565
message ID:/promote/item-00357-10002                       :109.919985859
message ID:/promote/item-00374-10002                       :32.3254048926
message ID:/promote/item-00049-10002                       :137.000923062
message ID:/promote/item-00259-10002                       :246.844759916
message ID:/promote/item-00442-10002                       :78.9872655878
message ID:/promote/item-00451-10002                       :123.22551998
message ID:/promote/item-00422-10002                       :266.731486402
message ID:/promote/item-00063-10002                       :264.086219934
message ID:/promote/item-00100-10002                       :158.893215672
message ID:/promote/item-00138-10002                       :197.750268551
message ID:/promote/item-00367-10002                       :236.796143816
message ID:/promote/item-00196-10002                       :142.015924252
message ID:/promote/item-00128-10002                       :170.981112498
message ID:/promote/item-00190-10002                       :162.214555861
message ID:/promote/item-00137-10002                       :316.291373257
message ID:/promote/item-00015-10002                       :236.14216111
message ID:/promote/item-00174-10002                       :333.385994442
message ID:/promote/item-00369-10002                       :291.084106866
message ID:/promote/item-00424-10002                       :362.42291665
message ID:/promote/item-00244-10002                       :315.055044907
message ID:/promote/item-00408-10002                       :247.766210638
message ID:/promote/item-00129-10002                       :244.624977174
message ID:/promote/item-00164-10002                       :300.418919829
message ID:/promote/item-00476-10002                       :319.404108039
message ID:/promote/item-00149-10002                       :263.119094852
message ID:/promote/item-00192-10002                       :240.366143152
message ID:/promote/item-00386-10002                       :297.904966346
message ID:/promote/item-00204-10002                       :289.661939241
message ID:/promote/item-00332-10002                       :418.437636534
message ID:/promote/item-00187-10002                       :414.202120629
message ID:/promote/item-00120-10002                       :314.271445082
message ID:/promote/item-00024-10002                       :365.092090983
message ID:/promote/item-00083-10002                       :302.752152135
message ID:/promote/item-00020-10002                       :443.159962997
message ID:/promote/item-00118-10002                       :320.921220153
message ID:/promote/item-00331-10002                       :412.36380524
message ID:/promote/item-00400-10002                       :478.551561559
message ID:/promote/item-00038-10002                       :409.081751932
message ID:/promote/item-00365-10002                       :396.356348717
message ID:/promote/item-00168-10002                       :440.574669588
message ID:/promote/item-00165-10002                       :576.10076336
message ID:/promote/item-00167-10002                       :566.952129497
message ID:/promote/item-00295-10002                       :513.942088995
message ID:/promote/item-00412-10002                       :560.193372287
message ID:/promote/item-00205-10002                       :561.785559457
message ID:/promote/item-00322-10002                       :535.52850839
message ID:/promote/item-00279-10002                       :568.231267311
message ID:/promote/item-00371-10002                       :689.423311979
message ID:/promote/item-00000-10002                       :569.441948961
message ID:/promote/item-00088-10002                       :627.520054587
message ID:/promote/item-00178-10002                       :693.50106142
message ID:/promote/item-00341-10002                       :760.333786226
message ID:/promote/item-00428-10002                       :631.747619583
message ID:/promote/item-00034-10002                       :747.590049024
message ID:/promote/item-00290-10002                       :809.190332515
message ID:/promote/item-00108-10002                       :923.877879861
message ID:/promote/item-00263-10000                       :21544.0638803
message ID:/promote/item-00164-10000                       :21548.9846798
message ID:/promote/item-00211-10000                       :21663.6468716
message ID:/promote/item-00325-10001                       :14175.648957
message ID:/promote/item-00432-10001                       :14114.0008636
message ID:/promote/item-00200-10001                       :14149.1039734
message ID:/promote/item-00442-10001                       :14028.4519056
message ID:/promote/item-00057-10001                       :14152.4693434
message ID:/promote/item-00458-10000                       :21711.3688547
message ID:/promote/item-00014-10000                       :21600.0025546
message ID:/promote/item-00292-10002                       :6720.34835401
message ID:/promote/item-00114-10001                       :14088.0901632
message ID:/promote/item-00131-10001                       :14203.385451
message ID:/promote/item-00418-10001                       :14204.5775283
message ID:/promote/item-00357-10001                       :14144.6278259
message ID:/promote/item-00088-10001                       :14081.3789346
message ID:/promote/item-00285-10000                       :21617.3281517
message ID:/promote/item-00213-10002                       :6536.32801406
message ID:/promote/item-00310-10002                       :6666.64265707
message ID:/promote/item-00386-10001                       :14088.8806463
message ID:/promote/item-00407-10000                       :21662.8827734
message ID:/promote/item-00249-10000                       :21539.1538244
message ID:/promote/item-00151-10002                       :6569.39115504
message ID:/promote/item-00214-10002                       :6652.39896133
message ID:/promote/item-00040-10002                       :6541.95944958
message ID:/promote/item-00049-10001                       :14163.2415631
message ID:/promote/item-00310-10001                       :14175.7005771
message ID:/promote/item-00222-10000                       :21733.4881431
message ID:/promote/item-00182-10000                       :21676.7364198
message ID:/promote/item-00012-10001                       :14087.5241694
message ID:/promote/item-00471-10001                       :14234.1322722
message ID:/promote/item-00261-10001                       :14086.7369039
message ID:/promote/item-00416-10001                       :14143.832699
message ID:/promote/item-00185-10002                       :6671.97402484
message ID:/promote/item-00339-10001                       :14203.3793454
message ID:/promote/item-00363-10000                       :21617.6307716
message ID:/promote/item-00121-10000                       :21721.668685
message ID:/promote/item-00219-10001                       :14178.221055
message ID:/promote/item-00444-10002                       :6639.19224507
message ID:/promote/item-00257-10001                       :14127.7009716
message ID:/promote/item-00451-10001                       :14114.47128
message ID:/promote/item-00416-10002                       :6655.716859
message ID:/promote/item-00219-10002                       :6683.712575
message ID:/promote/item-00492-10001                       :14198.7085159
message ID:/promote/item-00102-10002                       :6723.98305477
message ID:/promote/item-00403-10002                       :6612.17077868
message ID:/promote/item-00243-10001                       :14231.7823129
message ID:/promote/item-00413-10001                       :14081.0858827
message ID:/promote/item-00446-10000                       :21707.6921266
message ID:/promote/item-00101-10002                       :6583.36987536
message ID:/promote/item-00192-10001                       :14073.7415032
message ID:/promote/item-00193-10002                       :6696.34534324
message ID:/promote/item-00460-10002                       :6573.5833764
message ID:/promote/item-00375-10001                       :14240.6180582
message ID:/promote/item-00225-10001                       :14231.3584153
message ID:/promote/item-00414-10000                       :21763.9789207
message ID:/promote/item-00159-10002                       :6624.13333164
message ID:/promote/item-00084-10002                       :6635.56079049
message ID:/promote/item-00477-10002                       :6640.09580873
message ID:/promote/item-00273-10000                       :21768.9550733
message ID:/promote/item-00026-10001                       :14228.5267735
message ID:/promote/item-00258-10002                       :6620.36404966
message ID:/promote/item-00229-10002                       :6630.94642118
message ID:/promote/item-00115-10001                       :14140.3156996
message ID:/promote/item-00265-10001                       :14144.1280448
message ID:/promote/item-00027-10002                       :6725.16623076
message ID:/promote/item-00256-10000                       :21593.9544634
message ID:/promote/item-00473-10000                       :21700.9808418
message ID:/promote/item-00378-10002                       :6684.65513851
message ID:/promote/item-00235-10001                       :14158.653374
message ID:/promote/item-00358-10002                       :6736.80282871
message ID:/promote/item-00350-10002                       :6711.04287982
message ID:/promote/item-00007-10002                       :6687.61070882
message ID:/promote/item-00206-10002                       :6745.85965592
message ID:/promote/item-00109-10000                       :21624.5159021
message ID:/promote/item-00249-10002                       :6598.23510435
message ID:/promote/item-00493-10001                       :14119.0371037
message ID:/promote/item-00335-10001                       :14264.7169147
message ID:/promote/item-00361-10000                       :21681.8467706
message ID:/promote/item-00083-10001                       :14112.7201521
message ID:/promote/item-00464-10002                       :6642.45395424
message ID:/promote/item-00221-10001                       :14239.9442893
message ID:/promote/item-00284-10002                       :6606.79210373
message ID:/promote/item-00255-10002                       :6704.17669423
message ID:/promote/item-00203-10001                       :14119.4621754
message ID:/promote/item-00044-10002                       :6680.83777042
message ID:/promote/item-00101-10001                       :14113.9020354
message ID:/promote/item-00073-10001                       :14266.4510214
message ID:/promote/item-00485-10002                       :6665.98554069
message ID:/promote/item-00309-10001                       :14145.7148997
message ID:/promote/item-00377-10002                       :6671.14819834
message ID:/promote/item-00351-10001                       :14201.618261
message ID:/promote/item-00356-10001                       :14115.3567454
message ID:/promote/item-00190-10001                       :14132.9115159
message ID:/promote/item-00089-10002                       :6759.64980643
